label,feature
O,システムをうまく運用するためには、登録システムが他のITサービスやポータルと統合されている必要がある。
US,システムは受講登録のためだけに利用されるため、完全に自立している必要がある。
PO,ウェブインターフェースは、様々な環境で主要なウェブブラウザから利用できるように、標準的な互換性を持つこと。
SE,すべての人(関係者、ゲスト)がシステムとカタログにアクセスできること。すべての顧客は、自分のデータに安全かつプライベートにアクセスできなければならない。また、サービスマンはサービスマンは、システムのあらゆる部分にアクセスすることができる。これらのアクセスはすべて（「ゲストツアー」アクセスを除く）、IDとパスワードによる本人確認が必要である。
SE,システムは、システムおよび/または人間からの不正の可能性を最小限に抑えるセキュリティシステムを開発するものとする。
FT,運用インターフェースは、平均故障時間が7日以内であること。
A,システムは、99.5％の時間で利用可能であること。
SE,ソフトウェアシステムは、権限のないユーザーがシステムの一部にアクセスできないように、強固なセキュリティ機構を導入する必要がある。
SE,各ユーザは、信頼されるか、または信頼されないかのいずれかでなければならない。
MN,すべてのソースコードおよび開発関連文書は、バージョン管理システムで管理されるものとする。
MN,すべてのソースコードは、使用する開発言語ごとに合意され、明確に定義された一連のコーディング標準規則を守るものとする。
PO,ソフトウェアはいくつかの一般的なハードウェアプラットフォーム上で動作する必要があり、合理的なレベルのプラットフォーム独立性を満たすことが目標である。
PE,高いパフォーマンスを発揮するために、高速なネットワークと高い接続性が必要である。
O,利用可能なサーバーは信頼性を高くするとともに、スーパーマーケット内のネットワーク接続は、すべての業務とデータのスムーズな流れのために適切でなければならない。
SE,本ソフトウェアのユーザーには、固有ログインIDとパスワードが提供され、SHA2アルゴリズムでハッシュ化されてデータベースに保存される。
A,ソフトウェアはスーパーマーケットの開店時間から閉店時間まで利用可能であること。
FT,多数のアイテムやユーザーを障害なく収容できること。
SE,システムの利用が、人間の利用者に害を及ぼさないこと。
SE,システムはセキュアなデータベースを使用する。
SE,通常のユーザーは、情報を読むことはできても、個人情報やその他の情報以外のものを編集したり修正したりすることはできないものとする。
SE,システムには様々なタイプのユーザーが存在し、各ユーザーにはアクセス制限があること。
SE,顧客がサイトに入るには有効なログインIDを必要とすること。
PE,システムは、合理的な短時間の応答時間が求められる。投票者はログインして、2-3秒で自分の要求に対する応答を得ることができなければならない。
SE,クライアントとサーバー間のデータ通信は、SSL技術により暗号化されている必要がある。
SE,生成または受理されたすべてのパスワードは、暗号化された形でデータベースに保存されなければならない。
SE,不正利用を防ぐために、システムはランダムな単語を生成し、それを正しく入力するようユーザーに何度も要求する必要がある。
FT,システムは、システムの異常をECAユーザーに警告する必要がある。
US,システムはシンプルな操作性であること。
SE,システムのすべてのユーザーは、何らかの固有な識別方法を用いてログインするものとする。
SE,すべてのログインの試みは、安全な方法で行われるものとする。
O,Microsoft Windows オペレーティングシステムと互換性があること。
PE,ウェブアプリケーションは、必要なウェブおよびデータベーストランザクション時間に、認識可能なオーバーヘッド時間を5秒以上要さないこと。
SE,システムは、HTTPS 通信を利用し、データの機密性を確保すること。
SE,ユーザー認証と権限は、Microsoft Active Directroy Serverによって、システムの範囲外で定義される。
SE,個人情報のセキュリティは、データベースサーバーがSDMSの範囲外で定義される。
SE,ユーザーは、ログインページでの操作を除くすべての操作において、システムにログインする必要があるものとする。
PO,システムはWindows Server 2003で動作すること。
PO,システムはIIS6.0以上またはApache2.0以上と互換性があること。
LF,システムはすべてのウェブページで統一されたルックアンドフィールを提供すること。
US,システムは、商品カタログの商品ごとにデジタル画像を提供すること。
US,システムは、アイコンやツールバーの利用を提供すること。
US,システムは、ハンディキャップアクセスを提供すること。
US,システムは、複数の言語に対応すること。
A,システムは、T3アクセスについて99.9999%の可用性を保つインターネットサービスプロバイダとの契約を提供すること。
A,本システムは、ネットワーク設備を通じてインターネット上に99.999%の可用性を提供できるインターネットサービスプロバイダーとの契約を提供するものとする。
O,本製品はWebをベースとし、Webサーバーから実行されること。
PE,性能は、クライアント／お客様のハードウェア・コンポーネントに依存するものする。
SE,システムは、顧客の機密情報を含むすべての取引において、セキュアソケットを使用すること。
SE,システムは、一定時間操作がない場合、すべての顧客を自動的にログアウトさせるものとする。
US,システムは、すべての取引をお客様のウェブブラウザで確認するものとする。
SE,システムは、ユーザーのパスワードを含むクッキーをお客様のコンピューターに残さないものとする。
SE,システムは、お客様のコンピュータに、お客様の機密情報を含むクッキーを残さないこと。
SE,顧客のウェブブラウザは、顧客のパスワードを決して表示しないものする。 入力された文字を表す特殊文字で常にエコーされること。
SE,お客様のウェブブラウザは、データベースから取得したお客様のクレジットカード番号を決して表示しないものとする。 常にクレジットカード番号の下4桁のみを表示すること。
SE,システムのバックエンドサーバーは、顧客のパスワードを絶対に表示しないものとする。 顧客のパスワードはリセットされることはあっても、決して表示されないこと。
SE,システムのバックエンドデータベースは暗号化されていること。
SE,システムは、ユーザーがEストアーシステムにログインする際に、ユーザーごとに1つのパスワードを使用すること。
SE,システムはセキュア・ソケット・レイヤー（SSL）技術を使用し、オンラインでのすべての支払いおよびユーザーログインの安全性を確保するものとする。
PE,DSLブロードバンド接続で、アプリケーションのどのページも読み込みに6秒以上かからないようにすること。
PE,システムは、すべての人にサービスを提供するために、高負荷時にスロットルまたはスローダウンされることがある。スロットルとは、サーバーの負荷が高いときに特定の機能が利用できなくなる可能性があることを意味する。
PE,アプリケーションは、パフォーマンスを低下させることなく、100人の同時使用ユーザーに対応できる必要がある。
SC,システムは、ハードウェアを追加導入することで、（将来的に必要であれば）同時接続ユーザー数を500人まで拡張できること。
A,MTBF（もしあれば）は、2ヶ月未満であってはならない。
SE,顧客のクレジットカード情報などの機密保持のため、セキュアサーバーを必要とする。
US,システムのユーザーインターフェースは、非常に使いやすいものでなければならない。
US,本システムは、新規ユーザーがアカウント登録するのに120秒以上かからないようにすること。
US,本システムは、登録ユーザーが注文するのに90秒以上かからないようにすること。
MN,システムのメンテナンスは、マニュアルと数時間のトレーニングによって、他の人でもできるほど簡単でなければならない。
PO,システムは、様々な動作環境に移植可能なシステムであること。
US,ウェブサイト全体がユーザーフレンドリーで、簡単にナビゲートできること。要求仕様に基づき、特定のリンクに素早くアクセスできるサイトマップが提供されていなければならない。ユーザーは、サイトから必要なものを難なく見つけることができなければならない。ブランドイメージに沿ったWebサイトであり、Webページのレイアウトが全体的に統一されていること。 
PE,システムは、セントラルデータベースに対して常に最大10000人の同時ユーザーをサポートし、ローカルサーバーに対しては常に最大5000人の同時ユーザーをサポートしなければならない。ウェブサイトのパフォーマンスは、巨大な負荷の場合に最良でなければならず、したがって、これを達成するために適切な負荷分散が行われなければならない。膨大な負荷がかかった場合でも、ユーザーが遅延することなく利用できるように、ミラーサーバーをいくつでも用意し利用可能であること。
SE,ウェブサイトは、登録ユーザーに最高度のセキュリティを提供しなければならない。すべての取引は安全でなければならない。ウェブサイトとの間でやり取りされる機密情報が保護されていなければならない。個人情報の盗難やその他のセキュリティに関する問題が解決されていなければならない。ユーザーの機密情報が、参照するために第三者のウェブサイトに不正に送信されることを避けなければならない。利用者の同意に基づき、情報を処理しなければならない。登録されたユーザーに関するすべての情報は、セントラルデータベースに安全に保管されなければならない。
